------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
467;		25839;		25877;		38;		19.59;		757.44;		-1.04
468;		25877;		25933;		56;		19.57;		757.29;		0.63
469;		25933;		25971;		38;		19.57;		757.40;		-0.60
470;		25971;		26009;		38;		19.57;		757.29;		0.63
471;		26009;		26047;		38;		19.57;		757.29;		0.63
472;		26047;		26085;		38;		19.57;		757.29;		0.63
473;		26085;		26131;		46;		19.59;		757.44;		-1.04
474;		26131;		26169;		38;		19.57;		757.40;		-0.60
475;		26169;		26207;		38;		19.57;		757.40;		-0.60
476;		26207;		26245;		38;		19.57;		757.40;		-0.60
477;		26245;		26283;		38;		19.57;		757.40;		-0.60
478;		26283;		26321;		38;		19.57;		757.29;		0.63
479;		26321;		26359;		38;		19.59;		757.33;		0.18
480;		26359;		26397;		38;		19.57;		757.29;		0.63
481;		26397;		26435;		38;		19.57;		757.40;		-0.60
482;		26435;		26473;		38;		19.57;		757.29;		0.63
483;		26473;		26530;		57;		19.57;		757.40;		-0.60
484;		26530;		26585;		55;		19.57;		757.40;		-0.60
485;		26585;		26623;		38;		19.57;		757.40;		-0.60
486;		26623;		26661;		38;		19.57;		757.40;		-0.60
487;		26661;		26699;		38;		19.57;		757.29;		0.63
488;		26699;		26737;		38;		19.57;		757.40;		-0.60
489;		26737;		26775;		38;		19.57;		757.29;		0.63
490;		26775;		26813;		38;		19.57;		757.29;		0.63
491;		26813;		26851;		38;		19.57;		757.29;		0.63
492;		26851;		26889;		38;		19.57;		757.29;		0.63
493;		26889;		26935;		46;		19.59;		757.33;		0.18
494;		26935;		26973;		38;		19.57;		757.29;		0.63
495;		26973;		27011;		38;		19.57;		757.29;		0.63
496;		27011;		27049;		38;		19.57;		757.29;		0.63
497;		27049;		27087;		38;		19.57;		757.40;		-0.60
498;		27087;		27125;		38;		19.57;		757.40;		-0.60
499;		27125;		27163;		38;		19.57;		757.40;		-0.60
500;		27163;		27201;		38;		19.57;		757.29;		0.63
501;		27201;		27284;		83;		19.57;		757.29;		0.63
502;		27284;		27322;		38;		19.59;		757.44;		-1.04
503;		27322;		27368;		46;		19.57;		757.29;		0.63
504;		27368;		27406;		38;		19.57;		757.29;		0.63
505;		27406;		27444;		38;		19.57;		757.29;		0.63
506;		27444;		27482;		38;		19.57;		757.29;		0.63
507;		27482;		27520;		38;		19.57;		757.40;		-0.60
508;		27520;		27558;		38;		19.59;		757.33;		0.18
509;		27558;		27596;		38;		19.59;		757.33;		0.18
510;		27596;		27634;		38;		19.59;		757.33;		0.18
511;		27634;		27672;		38;		19.57;		757.29;		0.63
512;		27672;		27710;		38;		19.57;		757.29;		0.63
513;		27710;		27756;		46;		19.57;		757.29;		0.63
514;		27756;		27794;		38;		19.57;		757.29;		0.63
515;		27794;		27832;		38;		19.57;		757.40;		-0.60
516;		27832;		27870;		38;		19.57;		757.29;		0.63
517;		27870;		27937;		67;		19.57;		757.40;		-0.60
518;		27937;		27975;		38;		19.57;		757.29;		0.63
519;		27975;		28013;		38;		19.57;		757.29;		0.63
520;		28013;		28051;		38;		19.57;		757.29;		0.63
521;		28051;		28089;		38;		19.57;		757.40;		-0.60
522;		28089;		28127;		38;		19.57;		757.29;		0.63
523;		28127;		28173;		46;		19.57;		757.29;		0.63
524;		28173;		28211;		38;		19.57;		757.29;		0.63
525;		28211;		28249;		38;		19.57;		757.29;		0.63
526;		28249;		28287;		38;		19.57;		757.29;		0.63
527;		28287;		28325;		38;		19.57;		757.29;		0.63
528;		28325;		28363;		38;		19.57;		757.29;		0.63
529;		28363;		28401;		38;		19.59;		757.33;		0.18
530;		28401;		28439;		38;		19.57;		757.29;		0.63
531;		28439;		28477;		38;		19.59;		757.44;		-1.04
532;		28477;		28515;		38;		19.59;		757.44;		-1.04
533;		28515;		28553;		38;		19.57;		757.40;		-0.60
534;		28553;		28628;		75;		19.57;		757.40;		-0.60
535;		28628;		28666;		38;		19.57;		757.40;		-0.60
536;		28666;		28704;		38;		19.57;		757.29;		0.63
537;		28704;		28742;		38;		19.57;		757.40;		-0.60
538;		28742;		28780;		38;		19.59;		757.33;		0.18
539;		28780;		28818;		38;		19.57;		757.29;		0.63
540;		28818;		28856;		38;		19.57;		757.29;		0.63
541;		28856;		28894;		38;		19.57;		757.40;		-0.60
542;		28894;		28932;		38;		19.57;		757.40;		-0.60
543;		28932;		28970;		38;		19.57;		757.29;		0.63
544;		28970;		29016;		46;		19.57;		757.40;		-0.60
545;		29016;		29054;		38;		19.57;		757.40;		-0.60
546;		29054;		29092;		38;		19.57;		757.29;		0.63
547;		29092;		29130;		38;		19.57;		757.40;		-0.60
548;		29130;		29168;		38;		19.59;		757.44;		-1.04
549;		29168;		29206;		38;		19.57;		757.29;		0.63
550;		29206;		29262;		56;		19.57;		757.40;		-0.60
551;		29262;		29300;		38;		19.57;		757.40;		-0.60
552;		29300;		29349;		49;		19.57;		757.29;		0.63
553;		29349;		29387;		38;		19.57;		757.29;		0.63
554;		29387;		29433;		46;		19.57;		757.29;		0.63
555;		29433;		29471;		38;		19.57;		757.40;		-0.60
556;		29471;		29509;		38;		19.57;		757.29;		0.63
557;		29509;		29547;		38;		19.59;		757.44;		-1.04
558;		29547;		29585;		38;		19.57;		757.29;		0.63
559;		29585;		29623;		38;		19.59;		757.44;		-1.04
560;		29623;		29661;		38;		19.59;		757.33;		0.18
561;		29661;		29699;		38;		19.57;		757.40;		-0.60
562;		29699;		29737;		38;		19.57;		757.29;		0.63
563;		29737;		29775;		38;		19.57;		757.29;		0.63
564;		29775;		29821;		46;		19.57;		757.40;		-0.60
565;		29821;		29859;		38;		19.57;		757.40;		-0.60
566;		29859;		29897;		38;		19.57;		757.29;		0.63
567;		29897;		29953;		56;		19.57;		757.40;		-0.60
568;		29953;		29991;		38;		19.59;		757.33;		0.18
569;		29991;		30041;		50;		19.57;		757.40;		-0.60
570;		30041;		30079;		38;		19.57;		757.40;		-0.60
571;		30079;		30117;		38;		19.57;		757.29;		0.63
572;		30117;		30155;		38;		19.57;		757.40;		-0.60
573;		30155;		30193;		38;		19.57;		757.40;		-0.60
574;		30193;		30239;		46;		19.57;		757.29;		0.63
575;		30239;		30277;		38;		19.57;		757.29;		0.63
576;		30277;		30315;		38;		19.59;		757.44;		-1.04
577;		30315;		30353;		38;		19.57;		757.29;		0.63
578;		30353;		30391;		38;		19.57;		757.40;		-0.60
579;		30391;		30429;		38;		19.57;		757.40;		-0.60
580;		30429;		30467;		38;		19.57;		757.29;		0.63
581;		30467;		30505;		38;		19.59;		757.44;		-1.04
582;		30505;		30543;		38;		19.57;		757.29;		0.63
583;		30543;		30599;		56;		19.57;		757.29;		0.63
584;		30599;		30645;		46;		19.57;		757.29;		0.63
585;		30645;		30683;		38;		19.59;		757.33;		0.18
586;		30683;		30732;		49;		19.57;		757.40;		-0.60
587;		30732;		30770;		38;		19.57;		757.40;		-0.60
588;		30770;		30808;		38;		19.57;		757.29;		0.63
589;		30808;		30846;		38;		19.57;		757.29;		0.63
590;		30846;		30884;		38;		19.59;		757.44;		-1.04
591;		30884;		30922;		38;		19.57;		757.29;		0.63
592;		30922;		30960;		38;		19.59;		757.33;		0.18
593;		30960;		30998;		38;		19.57;		757.29;		0.63
594;		30998;		31057;		59;		19.57;		757.40;		-0.60
595;		31057;		31095;		38;		19.57;		757.40;		-0.60
596;		31095;		31133;		38;		19.57;		757.29;		0.63
597;		31133;		31171;		38;		19.57;		757.40;		-0.60
598;		31171;		31209;		38;		19.59;		757.33;		0.18
599;		31209;		31247;		38;		19.59;		757.33;		0.18
600;		31247;		31302;		55;		19.57;		757.29;		0.63
601;		31302;		31340;		38;		19.57;		757.29;		0.63
602;		31340;		31378;		38;		19.59;		757.33;		0.18
603;		31378;		31427;		49;		19.57;		757.29;		0.63
604;		31427;		31465;		38;		19.59;		757.44;		-1.04
605;		31465;		31511;		46;		19.59;		757.33;		0.18
606;		31511;		31549;		38;		19.59;		757.44;		-1.04
607;		31549;		31587;		38;		19.57;		757.29;		0.63
608;		31587;		31625;		38;		19.59;		757.33;		0.18
609;		31625;		31663;		38;		19.59;		757.44;		-1.04
610;		31663;		31701;		38;		19.59;		757.33;		0.18
611;		31701;		31739;		38;		19.59;		757.33;		0.18
612;		31739;		31777;		38;		19.59;		757.44;		-1.04
613;		31777;		31815;		38;		19.59;		757.33;		0.18
614;		31815;		31853;		38;		19.59;		757.44;		-1.04
615;		31853;		31918;		65;		19.59;		757.44;		-1.04
616;		31918;		31973;		55;		19.59;		757.21;		1.52
617;		31973;		32011;		38;		19.59;		757.33;		0.18
618;		32011;		32049;		38;		19.59;		757.44;		-1.04
619;		32049;		32087;		38;		19.59;		757.33;		0.18
620;		32087;		32137;		50;		19.59;		757.44;		-1.04
621;		32137;		32175;		38;		19.59;		757.44;		-1.04
622;		32175;		32213;		38;		19.59;		757.44;		-1.04
623;		32213;		32251;		38;		19.57;		757.29;		0.63
624;		32251;		32289;		38;		19.59;		757.33;		0.18
625;		32289;		32335;		46;		19.59;		757.21;		1.52
626;		32335;		32373;		38;		19.59;		757.33;		0.18
627;		32373;		32411;		38;		19.59;		757.33;		0.18
628;		32411;		32449;		38;		19.59;		757.33;		0.18
629;		32449;		32487;		38;		19.59;		757.33;		0.18
630;		32487;		32525;		38;		19.59;		757.33;		0.18
631;		32525;		32563;		38;		19.59;		757.33;		0.18
632;		32563;		32601;		38;		19.59;		757.33;		0.18
633;		32601;		32656;		55;		19.59;		757.33;		0.18
634;		32656;		32694;		38;		19.59;		757.44;		-1.04
635;		32694;		32740;		46;		19.59;		757.44;		-1.04
636;		32740;		32778;		38;		19.59;		757.44;		-1.04
637;		32778;		32828;		50;		19.59;		757.44;		-1.04
638;		32828;		32866;		38;		19.59;		757.33;		0.18
639;		32866;		32904;		38;		19.59;		757.33;		0.18
640;		32904;		32942;		38;		19.59;		757.33;		0.18
641;		32942;		32980;		38;		19.59;		757.33;		0.18
642;		32980;		33018;		38;		19.59;		757.33;		0.18
643;		33018;		33056;		38;		19.59;		757.33;		0.18
644;		33056;		33094;		38;		19.59;		757.33;		0.18
645;		33094;		33140;		46;		19.59;		757.33;		0.18
646;		33140;		33178;		38;		19.59;		757.33;		0.18
647;		33178;		33216;		38;		19.60;		757.36;		-0.15
648;		33216;		33254;		38;		19.59;		757.33;		0.18
649;		33254;		33309;		55;		19.59;		757.33;		0.18
650;		33309;		33347;		38;		19.59;		757.33;		0.18
651;		33347;		33385;		38;		19.59;		757.33;		0.18
652;		33385;		33423;		38;		19.59;		757.33;		0.18
653;		33423;		33461;		38;		19.60;		757.47;		-1.38
654;		33461;		33499;		38;		19.59;		757.33;		0.18
655;		33499;		33549;		50;		19.59;		757.33;		0.18
656;		33549;		33594;		45;		19.59;		757.44;		-1.04
657;		33594;		33632;		38;		19.59;		757.33;		0.18
658;		33632;		33670;		38;		19.59;		757.33;		0.18
659;		33670;		33708;		38;		19.60;		757.36;		-0.15
660;		33708;		33746;		38;		19.59;		757.33;		0.18
661;		33746;		33784;		38;		19.59;		757.33;		0.18
662;		33784;		33822;		38;		19.59;		757.33;		0.18
663;		33822;		33860;		38;		19.59;		757.44;		-1.04
664;		33860;		33898;		38;		19.59;		757.33;		0.18
665;		33898;		33936;		38;		19.59;		757.33;		0.18
666;		33936;		34000;		64;		19.59;		757.33;		0.18
667;		34000;		34038;		38;		19.59;		757.33;		0.18
668;		34038;		34076;		38;		19.59;		757.44;		-1.04
669;		34076;		34114;		38;		19.59;		757.33;		0.18
670;		34114;		34152;		38;		19.60;		757.36;		-0.15
671;		34152;		34190;		38;		19.60;		757.36;		-0.15
672;		34190;		34239;		49;		19.60;		757.47;		-1.38
673;		34239;		34277;		38;		19.60;		757.36;		-0.15
674;		34277;		34315;		38;		19.60;		757.36;		-0.15
675;		34315;		34353;		38;		19.59;		757.33;		0.18
676;		34353;		34399;		46;		19.59;		757.33;		0.18
677;		34399;		34437;		38;		19.59;		757.33;		0.18
678;		34437;		34475;		38;		19.59;		757.21;		1.52
679;		34475;		34513;		38;		19.60;		757.36;		-0.15
680;		34513;		34551;		38;		19.59;		757.33;		0.18
681;		34551;		34589;		38;		19.60;		757.36;		-0.15
682;		34589;		34661;		72;		19.59;		757.33;		0.18
683;		34661;		34699;		38;		19.59;		757.21;		1.52
684;		34699;		34737;		38;		19.59;		757.33;		0.18
685;		34737;		34775;		38;		19.59;		757.33;		0.18
686;		34775;		34821;		46;		19.59;		757.33;		0.18
687;		34821;		34859;		38;		19.59;		757.33;		0.18
688;		34859;		34897;		38;		19.59;		757.33;		0.18
689;		34897;		34947;		50;		19.59;		757.44;		-1.04
690;		34947;		34985;		38;		19.59;		757.33;		0.18
691;		34985;		35023;		38;		19.59;		757.33;		0.18
692;		35023;		35061;		38;		19.60;		757.36;		-0.15
693;		35061;		35099;		38;		19.59;		757.33;		0.18
694;		35099;		35137;		38;		19.59;		757.44;		-1.04
695;		35137;		35175;		38;		19.60;		757.36;		-0.15
696;		35175;		35221;		46;		19.59;		757.33;		0.18
697;		35221;		35259;		38;		19.59;		757.33;		0.18
698;		35259;		35297;		38;		19.59;		757.33;		0.18
699;		35297;		35353;		56;		19.59;		757.33;		0.18
700;		35353;		35391;		38;		19.59;		757.33;		0.18
701;		35391;		35429;		38;		19.59;		757.33;		0.18
702;		35429;		35467;		38;		19.59;		757.33;		0.18
703;		35467;		35505;		38;		19.59;		757.33;		0.18
704;		35505;		35543;		38;		19.59;		757.33;		0.18
705;		35543;		35581;		38;		19.59;		757.33;		0.18
706;		35581;		35639;		58;		19.59;		757.33;		0.18
707;		35639;		35677;		38;		19.59;		757.33;		0.18
708;		35677;		35715;		38;		19.59;		757.33;		0.18
709;		35715;		35753;		38;		19.59;		757.33;		0.18
710;		35753;		35791;		38;		19.59;		757.33;		0.18
711;		35791;		35829;		38;		19.59;		757.33;		0.18
712;		35829;		35867;		38;		19.59;		757.33;		0.18
713;		35867;		35905;		38;		19.59;		757.33;		0.18
714;		35905;		35943;		38;		19.59;		757.33;		0.18
715;		35943;		35998;		55;		19.59;		757.33;		0.18
716;		35998;		36036;		38;		19.59;		757.44;		-1.04
717;		36036;		36082;		46;		19.59;		757.44;		-1.04
718;		36082;		36120;		38;		19.59;		757.33;		0.18
719;		36120;		36158;		38;		19.59;		757.33;		0.18
720;		36158;		36196;		38;		19.60;		757.47;		-1.38
721;		36196;		36234;		38;		19.59;		757.33;		0.18
722;		36234;		36272;		38;		19.59;		757.33;		0.18
723;		36272;		36310;		38;		19.59;		757.33;		0.18
724;		36310;		36358;		48;		19.60;		757.36;		-0.15
725;		36358;		36396;		38;		19.60;		757.36;		-0.15
726;		36396;		36434;		38;		19.59;		757.33;		0.18
727;		36434;		36480;		46;		19.59;		757.33;		0.18
728;		36480;		36518;		38;		19.59;		757.33;		0.18
729;		36518;		36556;		38;		19.60;		757.36;		-0.15
730;		36556;		36594;		38;		19.60;		757.36;		-0.15
731;		36594;		36632;		38;		19.60;		757.36;		-0.15
732;		36632;		36687;		55;		19.59;		757.33;		0.18
733;		36687;		36725;		38;		19.59;		757.33;		0.18
734;		36725;		36763;		38;		19.59;		757.33;		0.18
735;		36763;		36801;		38;		19.59;		757.33;		0.18
736;		36801;		36839;		38;		19.59;		757.33;		0.18
737;		36839;		36885;		46;		19.59;		757.33;		0.18
738;		36885;		36923;		38;		19.59;		757.33;		0.18
739;		36923;		36961;		38;		19.60;		757.47;		-1.38
740;		36961;		36999;		38;		19.59;		757.44;		-1.04
741;		36999;		37049;		50;		19.59;		757.33;		0.18
742;		37049;		37087;		38;		19.59;		757.33;		0.18
743;		37087;		37125;		38;		19.59;		757.33;		0.18
744;		37125;		37163;		38;		19.59;		757.44;		-1.04
745;		37163;		37201;		38;		19.60;		757.36;		-0.15
746;		37201;		37239;		38;		19.59;		757.44;		-1.04
747;		37239;		37285;		46;		19.59;		757.44;		-1.04
748;		37285;		37339;		54;		19.59;		757.33;		0.18
749;		37339;		37377;		38;		19.59;		757.33;		0.18
750;		37377;		37415;		38;		19.59;		757.33;		0.18
751;		37415;		37453;		38;		19.59;		757.44;		-1.04
752;		37453;		37491;		38;		19.59;		757.33;		0.18
753;		37491;		37529;		38;		19.60;		757.36;		-0.15
754;		37529;		37567;		38;		19.59;		757.33;		0.18
755;		37567;		37605;		38;		19.59;		757.33;		0.18
756;		37605;		37643;		38;		19.60;		757.36;		-0.15
757;		37643;		37689;		46;		19.59;		757.33;		0.18
758;		37689;		37739;		50;		19.59;		757.33;		0.18
759;		37739;		37777;		38;		19.59;		757.44;		-1.04
760;		37777;		37815;		38;		19.59;		757.33;		0.18
761;		37815;		37853;		38;		19.60;		757.36;		-0.15
762;		37853;		37891;		38;		19.59;		757.44;		-1.04
763;		37891;		37929;		38;		19.60;		757.36;		-0.15
764;		37929;		37967;		38;		19.59;		757.33;		0.18
765;		37967;		38023;		56;		19.59;		757.44;		-1.04
766;		38023;		38061;		38;		19.59;		757.33;		0.18
767;		38061;		38107;		46;		19.60;		757.47;		-1.38
768;		38107;		38145;		38;		19.60;		757.47;		-1.38
769;		38145;		38183;		38;		19.60;		757.36;		-0.15
770;		38183;		38221;		38;		19.59;		757.33;		0.18
771;		38221;		38259;		38;		19.59;		757.33;		0.18
772;		38259;		38297;		38;		19.59;		757.44;		-1.04
773;		38297;		38335;		38;		19.59;		757.33;		0.18
774;		38335;		38373;		38;		19.59;		757.33;		0.18
775;		38373;		38423;		50;		19.59;		757.44;		-1.04
776;		38423;		38461;		38;		19.60;		757.36;		-0.15
777;		38461;		38499;		38;		19.59;		757.33;		0.18
778;		38499;		38545;		46;		19.59;		757.21;		1.52
779;		38545;		38583;		38;		19.59;		757.33;		0.18
780;		38583;		38621;		38;		19.59;		757.33;		0.18
781;		38621;		38677;		56;		19.59;		757.33;		0.18
782;		38677;		38715;		38;		19.59;		757.33;		0.18
783;		38715;		38753;		38;		19.59;		757.44;		-1.04
784;		38753;		38791;		38;		19.59;		757.33;		0.18
785;		38791;		38829;		38;		19.59;		757.33;		0.18
786;		38829;		38867;		38;		19.59;		757.33;		0.18
787;		38867;		38905;		38;		19.60;		757.25;		1.07
788;		38905;		38951;		46;		19.60;		757.36;		-0.15
789;		38951;		38989;		38;		19.60;		757.36;		-0.15
790;		38989;		39027;		38;		19.59;		757.33;		0.18
791;		39027;		39065;		38;		19.59;		757.33;		0.18
792;		39065;		39115;		50;		19.60;		757.25;		1.07
793;		39115;		39153;		38;		19.60;		757.36;		-0.15
794;		39153;		39191;		38;		19.59;		757.33;		0.18
795;		39191;		39229;		38;		19.60;		757.36;		-0.15
796;		39229;		39267;		38;		19.60;		757.36;		-0.15
797;		39267;		39305;		38;		19.60;		757.36;		-0.15
798;		39305;		39369;		64;		19.59;		757.21;		1.52
799;		39369;		39407;		38;		19.59;		757.33;		0.18
800;		39407;		39445;		38;		19.59;		757.33;		0.18
801;		39445;		39483;		38;		19.59;		757.21;		1.52
802;		39483;		39521;		38;		19.60;		757.36;		-0.15
803;		39521;		39559;		38;		19.59;		757.44;		-1.04
804;		39559;		39597;		38;		19.59;		757.33;		0.18
805;		39597;		39635;		38;		19.60;		757.36;		-0.15
806;		39635;		39673;		38;		19.60;		757.36;		-0.15
807;		39673;		39711;		38;		19.60;		757.36;		-0.15
808;		39711;		39757;		46;		19.60;		757.36;		-0.15
809;		39757;		39807;		50;		19.59;		757.33;		0.18
810;		39807;		39845;		38;		19.59;		757.33;		0.18
811;		39845;		39883;		38;		19.59;		757.44;		-1.04
812;		39883;		39921;		38;		19.59;		757.33;		0.18
813;		39921;		39959;		38;		19.60;		757.25;		1.07
814;		39959;		40014;		55;		19.59;		757.33;		0.18
815;		40014;		40052;		38;		19.60;		757.25;		1.07
816;		40052;		40090;		38;		19.60;		757.47;		-1.38
817;		40090;		40128;		38;		19.59;		757.33;		0.18
818;		40128;		40174;		46;		19.60;		757.36;		-0.15
819;		40174;		40212;		38;		19.59;		757.33;		0.18
820;		40212;		40250;		38;		19.60;		757.36;		-0.15
821;		40250;		40288;		38;		19.59;		757.21;		1.52
822;		40288;		40326;		38;		19.60;		757.36;		-0.15
823;		40326;		40364;		38;		19.59;		757.33;		0.18
824;		40364;		40402;		38;		19.59;		757.21;		1.52
825;		40402;		40440;		38;		19.60;		757.36;		-0.15
826;		40440;		40478;		38;		19.60;		757.36;		-0.15
827;		40478;		40527;		49;		19.60;		757.36;		-0.15
828;		40527;		40573;		46;		19.60;		757.36;		-0.15
829;		40573;		40611;		38;		19.59;		757.33;		0.18
830;		40611;		40649;		38;		19.60;		757.36;		-0.15
831;		40649;		40705;		56;		19.59;		757.21;		1.52
832;		40705;		40743;		38;		19.60;		757.36;		-0.15
833;		40743;		40781;		38;		19.60;		757.36;		-0.15
834;		40781;		40819;		38;		19.59;		757.33;		0.18
835;		40819;		40857;		38;		19.59;		757.33;		0.18
836;		40857;		40895;		38;		19.59;		757.33;		0.18
837;		40895;		40933;		38;		19.59;		757.33;		0.18
838;		40933;		40971;		38;		19.59;		757.33;		0.18
839;		40971;		41005;		34;		19.60;		757.47;		-1.38
840;		41005;		41043;		38;		19.60;		757.36;		-0.15
841;		41043;		41081;		38;		19.60;		757.36;		-0.15
842;		41081;		41119;		38;		19.60;		757.36;		-0.15
843;		41119;		41157;		38;		19.60;		757.25;		1.07
844;		41157;		41206;		49;		19.59;		757.33;		0.18
845;		41206;		41244;		38;		19.60;		757.36;		-0.15
846;		41244;		41282;		38;		19.59;		757.33;		0.18
847;		41282;		41320;		38;		19.60;		757.36;		-0.15
848;		41320;		41376;		56;		19.59;		757.33;		0.18
849;		41376;		41422;		46;		19.60;		757.36;		-0.15
850;		41422;		41460;		38;		19.59;		757.21;		1.52
851;		41460;		41498;		38;		19.60;		757.36;		-0.15
852;		41498;		41536;		38;		19.59;		757.21;		1.52
853;		41536;		41574;		38;		19.60;		757.36;		-0.15
854;		41574;		41612;		38;		19.59;		757.33;		0.18
855;		41612;		41650;		38;		19.60;		757.36;		-0.15
856;		41650;		41688;		38;		19.59;		757.33;		0.18
857;		41688;		41726;		38;		19.59;		757.44;		-1.04
858;		41726;		41764;		38;		19.60;		757.36;		-0.15
859;		41764;		41810;		46;		19.59;		757.21;		1.52
860;		41810;		41848;		38;		19.59;		757.33;		0.18
861;		41848;		41898;		50;		19.59;		757.21;		1.52
862;		41898;		41936;		38;		19.59;		757.33;		0.18
863;		41936;		41974;		38;		19.60;		757.36;		-0.15
864;		41974;		42045;		71;		19.59;		757.33;		0.18
865;		42045;		42083;		38;		19.59;		757.44;		-1.04
866;		42083;		42121;		38;		19.60;		757.36;		-0.15
867;		42121;		42159;		38;		19.60;		757.36;		-0.15
868;		42159;		42197;		38;		19.60;		757.36;		-0.15
869;		42197;		42243;		46;		19.60;		757.36;		-0.15
870;		42243;		42281;		38;		19.60;		757.36;		-0.15
871;		42281;		42319;		38;		19.60;		757.36;		-0.15
872;		42319;		42357;		38;		19.60;		757.36;		-0.15
873;		42357;		42395;		38;		19.60;		757.36;		-0.15
874;		42395;		42433;		38;		19.60;		757.36;		-0.15
875;		42433;		42471;		38;		19.59;		757.33;		0.18
876;		42471;		42509;		38;		19.60;		757.36;		-0.15
877;		42509;		42547;		38;		19.60;		757.25;		1.07
878;		42547;		42585;		38;		19.60;		757.36;		-0.15
879;		42585;		42643;		58;		19.60;		757.36;		-0.15
880;		42643;		42681;		38;		19.60;		757.36;		-0.15
881;		42681;		42736;		55;		19.60;		757.36;		-0.15
882;		42736;		42774;		38;		19.59;		757.33;		0.18
883;		42774;		42812;		38;		19.60;		757.25;		1.07
884;		42812;		42850;		38;		19.60;		757.36;		-0.15
885;		42850;		42888;		38;		19.60;		757.36;		-0.15
886;		42888;		42926;		38;		19.59;		757.33;		0.18
887;		42926;		42964;		38;		19.59;		757.21;		1.52
888;		42964;		43002;		38;		19.60;		757.36;		-0.15
889;		43002;		43048;		46;		19.60;		757.36;		-0.15
890;		43048;		43086;		38;		19.60;		757.36;		-0.15
891;		43086;		43124;		38;		19.60;		757.36;		-0.15
892;		43124;		43162;		38;		19.60;		757.36;		-0.15
893;		43162;		43200;		38;		19.60;		757.25;		1.07
894;		43200;		43238;		38;		19.60;		757.36;		-0.15
895;		43238;		43276;		38;		19.60;		757.36;		-0.15
896;		43276;		43325;		49;		19.60;		757.36;		-0.15
897;		43325;		43380;		55;		19.60;		757.36;		-0.15
898;		43380;		43418;		38;		19.60;		757.36;		-0.15
899;		43418;		43464;		46;		19.60;		757.36;		-0.15
900;		43464;		43502;		38;		19.60;		757.36;		-0.15
901;		43502;		43540;		38;		19.60;		757.36;		-0.15
902;		43540;		43578;		38;		19.60;		757.25;		1.07
903;		43578;		43616;		38;		19.60;		757.36;		-0.15
904;		43616;		43654;		38;		19.60;		757.36;		-0.15
905;		43654;		43692;		38;		19.60;		757.25;		1.07
906;		43692;		43730;		38;		19.60;		757.36;		-0.15
907;		43730;		43768;		38;		19.60;		757.36;		-0.15
908;		43768;		43806;		38;		19.60;		757.36;		-0.15
909;		43806;		43884;		78;		19.60;		757.36;		-0.15
910;		43884;		43922;		38;		19.60;		757.25;		1.07
911;		43922;		43960;		38;		19.60;		757.47;		-1.38
912;		43960;		43998;		38;		19.60;		757.36;		-0.15
913;		43998;		44048;		50;		19.60;		757.36;		-0.15
914;		44048;		44104;		56;		19.60;		757.36;		-0.15
915;		44104;		44142;		38;		19.60;		757.36;		-0.15
