0;	0;	6706;	6706;	21.01;	755.68;	0.68
491;	26891;	26929;	38;	20.96;	755.70;	0.45
492;	26929;	27001;	72;	20.95;	755.78;	-0.44
493;	27001;	27039;	38;	20.96;	755.70;	0.45
494;	27039;	27077;	38;	20.96;	755.81;	-0.78
495;	27077;	27115;	38;	20.96;	755.81;	-0.78
496;	27115;	27153;	38;	20.96;	755.70;	0.45
497;	27153;	27191;	38;	20.96;	755.70;	0.45
498;	27191;	27229;	38;	20.96;	755.70;	0.45
499;	27229;	27267;	38;	20.96;	755.81;	-0.78
500;	27267;	27305;	38;	20.96;	755.81;	-0.78
501;	27305;	27354;	49;	20.96;	755.70;	0.45
502;	27354;	27417;	63;	20.96;	755.81;	-0.78
503;	27417;	27455;	38;	20.96;	755.70;	0.45
504;	27455;	27493;	38;	20.96;	755.70;	0.45
505;	27493;	27531;	38;	20.96;	755.70;	0.45
506;	27531;	27569;	38;	20.96;	755.70;	0.45
507;	27569;	27607;	38;	20.96;	755.70;	0.45
508;	27607;	27645;	38;	20.96;	755.70;	0.45
509;	27645;	27683;	38;	20.96;	755.81;	-0.78
510;	27683;	27721;	38;	20.96;	755.81;	-0.78
511;	27721;	27759;	38;	20.96;	755.70;	0.45
512;	27759;	27797;	38;	20.96;	755.70;	0.45
513;	27797;	27843;	46;	20.96;	755.59;	1.68
514;	27843;	27881;	38;	20.96;	755.81;	-0.78
515;	27881;	27919;	38;	20.96;	755.70;	0.45
516;	27919;	27957;	38;	20.96;	755.70;	0.45
517;	27957;	27995;	38;	20.96;	755.70;	0.45
518;	27995;	28045;	50;	20.96;	755.81;	-0.78
519;	28045;	28100;	55;	20.95;	755.78;	-0.44
520;	28100;	28138;	38;	20.96;	755.70;	0.45
521;	28138;	28176;	38;	20.96;	755.70;	0.45
522;	28176;	28214;	38;	20.96;	755.70;	0.45
523;	28214;	28252;	38;	20.96;	755.70;	0.45
524;	28252;	28290;	38;	20.96;	755.81;	-0.78
525;	28290;	28336;	46;	20.96;	755.70;	0.45
526;	28336;	28374;	38;	20.96;	755.70;	0.45
527;	28374;	28412;	38;	20.96;	755.81;	-0.78
528;	28412;	28450;	38;	20.96;	755.81;	-0.78
529;	28450;	28488;	38;	20.98;	755.84;	-1.11
530;	28488;	28526;	38;	20.96;	755.81;	-0.78
531;	28526;	28564;	38;	20.96;	755.70;	0.45
532;	28564;	28602;	38;	20.96;	755.81;	-0.78
533;	28602;	28640;	38;	20.96;	755.70;	0.45
534;	28640;	28678;	38;	20.96;	755.70;	0.45
535;	28678;	28716;	38;	20.96;	755.70;	0.45
536;	28716;	28791;	75;	20.96;	755.81;	-0.78
537;	28791;	28829;	38;	20.96;	755.70;	0.45
538;	28829;	28867;	38;	20.96;	755.81;	-0.78
539;	28867;	28905;	38;	20.96;	755.81;	-0.78
540;	28905;	28943;	38;	20.96;	755.70;	0.45
541;	28943;	28981;	38;	20.96;	755.81;	-0.78
542;	28981;	29019;	38;	20.96;	755.70;	0.45
543;	29019;	29057;	38;	20.96;	755.81;	-0.78
544;	29057;	29095;	38;	20.96;	755.81;	-0.78
545;	29095;	29133;	38;	20.96;	755.70;	0.45
546;	29133;	29171;	38;	20.98;	755.84;	-1.11
547;	29171;	29209;	38;	20.96;	755.70;	0.45
548;	29209;	29255;	46;	20.98;	755.73;	0.12
549;	29255;	29293;	38;	20.96;	755.81;	-0.78
550;	29293;	29331;	38;	20.96;	755.70;	0.45
551;	29331;	29369;	38;	20.98;	755.84;	-1.11
552;	29369;	29434;	65;	20.96;	755.70;	0.45
553;	29434;	29472;	38;	20.98;	755.73;	0.12
554;	29472;	29510;	38;	20.96;	755.70;	0.45
555;	29510;	29548;	38;	20.98;	755.84;	-1.11
556;	29548;	29586;	38;	20.96;	755.70;	0.45
557;	29586;	29624;	38;	20.98;	755.73;	0.12
558;	29624;	29662;	38;	20.96;	755.70;	0.45
559;	29662;	29708;	46;	20.96;	755.70;	0.45
560;	29708;	29746;	38;	20.98;	755.84;	-1.11
561;	29746;	29784;	38;	20.98;	755.73;	0.12
562;	29784;	29822;	38;	20.96;	755.81;	-0.78
563;	29822;	29860;	38;	20.96;	755.70;	0.45
564;	29860;	29898;	38;	20.98;	755.84;	-1.11
565;	29898;	29936;	38;	20.96;	755.70;	0.45
566;	29936;	29974;	38;	20.98;	755.73;	0.12
567;	29974;	30012;	38;	20.98;	755.73;	0.12
568;	30012;	30050;	38;	20.98;	755.73;	0.12
569;	30050;	30106;	56;	20.98;	755.73;	0.12
570;	30106;	30156;	50;	20.98;	755.73;	0.12
571;	30156;	30202;	46;	20.98;	755.73;	0.12
572;	30202;	30240;	38;	20.98;	755.73;	0.12
573;	30240;	30278;	38;	20.98;	755.84;	-1.11
574;	30278;	30316;	38;	20.98;	755.73;	0.12
575;	30316;	30354;	38;	20.98;	755.73;	0.12
576;	30354;	30392;	38;	20.98;	755.84;	-1.11
577;	30392;	30430;	38;	20.98;	755.73;	0.12
578;	30430;	30468;	38;	20.98;	755.73;	0.12
579;	30468;	30506;	38;	20.98;	755.73;	0.12
580;	30506;	30544;	38;	20.98;	755.84;	-1.11
581;	30544;	30582;	38;	20.98;	755.62;	1.35
582;	30582;	30628;	46;	20.98;	755.84;	-1.11
583;	30628;	30666;	38;	20.98;	755.73;	0.12
584;	30666;	30704;	38;	20.98;	755.73;	0.12
585;	30704;	30760;	56;	20.98;	755.73;	0.12
586;	30760;	30798;	38;	20.98;	755.73;	0.12
587;	30798;	30848;	50;	20.98;	755.73;	0.12
588;	30848;	30886;	38;	20.98;	755.73;	0.12
589;	30886;	30924;	38;	20.98;	755.73;	0.12
590;	30924;	30962;	38;	20.98;	755.84;	-1.11
591;	30962;	31000;	38;	20.98;	755.84;	-1.11
592;	31000;	31038;	38;	20.98;	755.73;	0.12
593;	31038;	31076;	38;	20.98;	755.73;	0.12
594;	31076;	31122;	46;	20.98;	755.84;	-1.11
595;	31122;	31160;	38;	20.98;	755.73;	0.12
596;	31160;	31198;	38;	20.98;	755.73;	0.12
597;	31198;	31236;	38;	20.98;	755.73;	0.12
598;	31236;	31274;	38;	20.98;	755.73;	0.12
599;	31274;	31312;	38;	20.98;	755.73;	0.12
600;	31312;	31350;	38;	20.98;	755.73;	0.12
601;	31350;	31388;	38;	21.00;	755.76;	-0.22
602;	31388;	31444;	56;	20.98;	755.73;	0.12
603;	31444;	31482;	38;	20.98;	755.73;	0.12
604;	31482;	31531;	49;	21.00;	755.76;	-0.22
605;	31531;	31569;	38;	20.98;	755.73;	0.12
606;	31569;	31615;	46;	20.98;	755.73;	0.12
607;	31615;	31653;	38;	20.98;	755.73;	0.12
608;	31653;	31691;	38;	20.98;	755.73;	0.12
609;	31691;	31729;	38;	21.00;	755.87;	-1.45
610;	31729;	31767;	38;	20.98;	755.84;	-1.11
611;	31767;	31805;	38;	21.00;	755.76;	-0.22
612;	31805;	31843;	38;	21.00;	755.76;	-0.22
613;	31843;	31881;	38;	20.98;	755.73;	0.12
614;	31881;	31919;	38;	20.98;	755.73;	0.12
615;	31919;	31957;	38;	20.98;	755.73;	0.12
616;	31957;	31995;	38;	20.98;	755.84;	-1.11
617;	31995;	32041;	46;	20.98;	755.73;	0.12
618;	32041;	32097;	56;	20.98;	755.73;	0.12
619;	32097;	32135;	38;	20.98;	755.73;	0.12
620;	32135;	32173;	38;	20.98;	755.73;	0.12
621;	32173;	32223;	50;	20.98;	755.73;	0.12
622;	32223;	32261;	38;	21.00;	755.76;	-0.22
623;	32261;	32299;	38;	21.00;	755.76;	-0.22
624;	32299;	32337;	38;	20.98;	755.73;	0.12
625;	32337;	32375;	38;	21.00;	755.76;	-0.22
626;	32375;	32413;	38;	21.00;	755.76;	-0.22
627;	32413;	32451;	38;	21.00;	755.76;	-0.22
628;	32451;	32489;	38;	20.98;	755.73;	0.12
629;	32489;	32535;	46;	20.98;	755.73;	0.12
630;	32535;	32573;	38;	21.00;	755.76;	-0.22
631;	32573;	32611;	38;	21.00;	755.76;	-0.22
632;	32611;	32649;	38;	21.00;	755.76;	-0.22
633;	32649;	32687;	38;	21.00;	755.65;	1.01
634;	32687;	32725;	38;	21.00;	755.65;	1.01
635;	32725;	32781;	56;	20.98;	755.84;	-1.11
636;	32781;	32819;	38;	20.98;	755.73;	0.12
637;	32819;	32857;	38;	21.00;	755.65;	1.01
638;	32857;	32895;	38;	21.00;	755.76;	-0.22
639;	32895;	32944;	49;	20.98;	755.84;	-1.11
640;	32944;	33034;	90;	21.00;	755.65;	1.01
641;	33034;	33072;	38;	20.98;	755.62;	1.35
642;	33072;	33110;	38;	20.98;	755.84;	-1.11
643;	33110;	33148;	38;	21.00;	755.76;	-0.22
644;	33148;	33186;	38;	21.00;	755.76;	-0.22
645;	33186;	33224;	38;	21.00;	755.76;	-0.22
646;	33224;	33262;	38;	21.00;	755.76;	-0.22
647;	33262;	33300;	38;	21.00;	755.87;	-1.45
648;	33300;	33338;	38;	21.00;	755.76;	-0.22
649;	33338;	33376;	38;	21.00;	755.76;	-0.22
650;	33376;	33414;	38;	21.00;	755.76;	-0.22
651;	33414;	33470;	56;	21.00;	755.76;	-0.22
652;	33470;	33516;	46;	21.00;	755.76;	-0.22
653;	33516;	33554;	38;	21.00;	755.65;	1.01
654;	33554;	33592;	38;	20.98;	755.62;	1.35
655;	33592;	33630;	38;	20.98;	755.73;	0.12
656;	33630;	33680;	50;	21.00;	755.65;	1.01
657;	33680;	33718;	38;	21.00;	755.87;	-1.45
658;	33718;	33756;	38;	21.00;	755.76;	-0.22
659;	33756;	33794;	38;	21.00;	755.76;	-0.22
660;	33794;	33832;	38;	21.00;	755.76;	-0.22
661;	33832;	33870;	38;	21.00;	755.76;	-0.22
662;	33870;	33908;	38;	21.00;	755.76;	-0.22
663;	33908;	33954;	46;	21.00;	755.76;	-0.22
664;	33954;	33992;	38;	21.00;	755.76;	-0.22
665;	33992;	34030;	38;	21.00;	755.76;	-0.22
666;	34030;	34068;	38;	21.00;	755.76;	-0.22
667;	34068;	34106;	38;	21.00;	755.76;	-0.22
668;	34106;	34178;	72;	20.98;	755.73;	0.12
669;	34178;	34216;	38;	21.00;	755.76;	-0.22
670;	34216;	34254;	38;	20.98;	755.73;	0.12
671;	34254;	34292;	38;	21.00;	755.76;	-0.22
672;	34292;	34330;	38;	21.00;	755.76;	-0.22
673;	34330;	34380;	50;	21.00;	755.76;	-0.22
674;	34380;	34426;	46;	21.00;	755.65;	1.01
675;	34426;	34464;	38;	21.00;	755.76;	-0.22
676;	34464;	34502;	38;	21.00;	755.65;	1.01
677;	34502;	34540;	38;	21.00;	755.65;	1.01
678;	34540;	34578;	38;	21.00;	755.76;	-0.22
679;	34578;	34616;	38;	20.98;	755.73;	0.12
680;	34616;	34654;	38;	21.00;	755.76;	-0.22
681;	34654;	34692;	38;	21.00;	755.76;	-0.22
682;	34692;	34730;	38;	21.00;	755.65;	1.01
683;	34730;	34768;	38;	20.98;	755.62;	1.35
684;	34768;	34824;	56;	21.00;	755.76;	-0.22
685;	34824;	34862;	38;	20.98;	755.73;	0.12
686;	34862;	34908;	46;	20.98;	755.73;	0.12
687;	34908;	34946;	38;	21.00;	755.76;	-0.22
688;	34946;	34984;	38;	20.98;	755.73;	0.12
689;	34984;	35022;	38;	21.00;	755.65;	1.01
690;	35022;	35072;	50;	20.98;	755.73;	0.12
691;	35072;	35110;	38;	20.98;	755.84;	-1.11
692;	35110;	35148;	38;	20.98;	755.73;	0.12
693;	35148;	35186;	38;	21.00;	755.76;	-0.22
694;	35186;	35224;	38;	21.00;	755.65;	1.01
695;	35224;	35262;	38;	20.98;	755.73;	0.12
696;	35262;	35300;	38;	20.98;	755.84;	-1.11
697;	35300;	35338;	38;	21.00;	755.76;	-0.22
698;	35338;	35384;	46;	21.00;	755.76;	-0.22
699;	35384;	35422;	38;	20.98;	755.73;	0.12
700;	35422;	35460;	38;	21.00;	755.76;	-0.22
701;	35460;	35516;	56;	20.98;	755.62;	1.35
702;	35516;	35554;	38;	21.00;	755.76;	-0.22
703;	35554;	35592;	38;	20.98;	755.73;	0.12
704;	35592;	35630;	38;	20.98;	755.73;	0.12
705;	35630;	35668;	38;	20.98;	755.73;	0.12
706;	35668;	35706;	38;	21.00;	755.76;	-0.22
707;	35706;	35744;	38;	21.00;	755.76;	-0.22
708;	35744;	35792;	48;	20.98;	755.84;	-1.11
709;	35792;	35838;	46;	21.00;	755.76;	-0.22
710;	35838;	35876;	38;	20.98;	755.73;	0.12
711;	35876;	35914;	38;	21.00;	755.87;	-1.45
712;	35914;	35952;	38;	21.00;	755.65;	1.01
713;	35952;	35990;	38;	21.00;	755.76;	-0.22
714;	35990;	36028;	38;	20.98;	755.73;	0.12
715;	36028;	36066;	38;	20.98;	755.73;	0.12
716;	36066;	36104;	38;	21.00;	755.76;	-0.22
717;	36104;	36160;	56;	21.00;	755.76;	-0.22
718;	36160;	36198;	38;	20.98;	755.73;	0.12
719;	36198;	36236;	38;	20.98;	755.62;	1.35
720;	36236;	36274;	38;	21.00;	755.76;	-0.22
721;	36274;	36320;	46;	20.98;	755.73;	0.12
722;	36320;	36358;	38;	20.98;	755.73;	0.12
723;	36358;	36396;	38;	21.00;	755.76;	-0.22
724;	36396;	36434;	38;	21.00;	755.76;	-0.22
725;	36434;	36484;	50;	20.98;	755.73;	0.12
726;	36484;	36522;	38;	21.00;	755.76;	-0.22
727;	36522;	36560;	38;	21.00;	755.65;	1.01
728;	36560;	36598;	38;	21.00;	755.76;	-0.22
729;	36598;	36636;	38;	20.98;	755.73;	0.12
730;	36636;	36674;	38;	21.00;	755.76;	-0.22
731;	36674;	36712;	38;	21.00;	755.76;	-0.22
732;	36712;	36758;	46;	21.00;	755.76;	-0.22
733;	36758;	36796;	38;	21.00;	755.76;	-0.22
734;	36796;	36851;	55;	21.00;	755.76;	-0.22
735;	36851;	36889;	38;	21.00;	755.76;	-0.22
736;	36889;	36927;	38;	21.00;	755.76;	-0.22
737;	36927;	36965;	38;	21.00;	755.76;	-0.22
738;	36965;	37003;	38;	21.00;	755.76;	-0.22
739;	37003;	37041;	38;	21.00;	755.76;	-0.22
740;	37041;	37079;	38;	21.00;	755.76;	-0.22
741;	37079;	37117;	38;	21.00;	755.65;	1.01
742;	37117;	37167;	50;	21.00;	755.76;	-0.22
743;	37167;	37213;	46;	20.98;	755.73;	0.12
744;	37213;	37251;	38;	21.00;	755.76;	-0.22
745;	37251;	37289;	38;	21.00;	755.76;	-0.22
746;	37289;	37327;	38;	21.00;	755.76;	-0.22
747;	37327;	37365;	38;	21.00;	755.76;	-0.22
748;	37365;	37403;	38;	21.01;	755.80;	-0.66
749;	37403;	37441;	38;	21.00;	755.76;	-0.22
750;	37441;	37497;	56;	21.00;	755.76;	-0.22
751;	37497;	37535;	38;	21.00;	755.65;	1.01
752;	37535;	37573;	38;	21.00;	755.76;	-0.22
753;	37573;	37611;	38;	21.00;	755.76;	-0.22
754;	37611;	37649;	38;	21.00;	755.65;	1.01
755;	37649;	37695;	46;	21.00;	755.76;	-0.22
756;	37695;	37733;	38;	21.00;	755.76;	-0.22
757;	37733;	37771;	38;	21.01;	755.68;	0.68
758;	37771;	37809;	38;	21.01;	755.68;	0.68
759;	37809;	37859;	50;	21.00;	755.76;	-0.22
760;	37859;	37897;	38;	21.01;	755.68;	0.68
761;	37897;	37935;	38;	21.01;	755.80;	-0.66
762;	37935;	37973;	38;	21.00;	755.76;	-0.22
763;	37973;	38011;	38;	21.00;	755.65;	1.01
764;	38011;	38049;	38;	21.01;	755.68;	0.68
765;	38049;	38087;	38;	21.01;	755.68;	0.68
766;	38087;	38133;	46;	21.01;	755.80;	-0.66
767;	38133;	38188;	55;	21.01;	755.68;	0.68
768;	38188;	38226;	38;	21.01;	755.68;	0.68
769;	38226;	38264;	38;	21.01;	755.80;	-0.66
770;	38264;	38302;	38;	21.01;	755.68;	0.68
771;	38302;	38340;	38;	21.00;	755.76;	-0.22
772;	38340;	38378;	38;	21.01;	755.68;	0.68
773;	38378;	38416;	38;	21.00;	755.65;	1.01
774;	38416;	38454;	38;	21.01;	755.68;	0.68
775;	38454;	38492;	38;	21.01;	755.68;	0.68
776;	38492;	38530;	38;	21.01;	755.80;	-0.66
777;	38530;	38580;	50;	21.01;	755.68;	0.68
778;	38580;	38626;	46;	21.01;	755.80;	-0.66
779;	38626;	38664;	38;	21.00;	755.76;	-0.22
780;	38664;	38702;	38;	21.00;	755.76;	-0.22
781;	38702;	38740;	38;	21.01;	755.80;	-0.66
782;	38740;	38778;	38;	21.01;	755.80;	-0.66
783;	38778;	38833;	55;	21.01;	755.68;	0.68
784;	38833;	38871;	38;	21.01;	755.68;	0.68
785;	38871;	38909;	38;	21.01;	755.80;	-0.66
786;	38909;	38947;	38;	21.01;	755.80;	-0.66
787;	38947;	38985;	38;	21.01;	755.80;	-0.66
788;	38985;	39023;	38;	21.00;	755.76;	-0.22
789;	39023;	39069;	46;	21.01;	755.80;	-0.66
790;	39069;	39107;	38;	21.01;	755.80;	-0.66
791;	39107;	39145;	38;	21.01;	755.68;	0.68
792;	39145;	39183;	38;	21.00;	755.65;	1.01
793;	39183;	39221;	38;	21.01;	755.80;	-0.66
794;	39221;	39271;	50;	21.01;	755.68;	0.68
795;	39271;	39309;	38;	21.01;	755.68;	0.68
796;	39309;	39347;	38;	21.01;	755.68;	0.68
797;	39347;	39385;	38;	21.01;	755.80;	-0.66
798;	39385;	39423;	38;	21.01;	755.80;	-0.66
799;	39423;	39461;	38;	21.01;	755.80;	-0.66
800;	39461;	39517;	56;	21.01;	755.68;	0.68
801;	39517;	39594;	77;	21.01;	755.80;	-0.66
802;	39594;	39632;	38;	21.01;	755.68;	0.68
803;	39632;	39670;	38;	21.01;	755.68;	0.68
804;	39670;	39708;	38;	21.01;	755.68;	0.68
805;	39708;	39746;	38;	21.00;	755.76;	-0.22
806;	39746;	39784;	38;	21.01;	755.80;	-0.66
807;	39784;	39822;	38;	21.01;	755.68;	0.68
808;	39822;	39860;	38;	21.01;	755.80;	-0.66
809;	39860;	39898;	38;	21.01;	755.68;	0.68
810;	39898;	39936;	38;	21.01;	755.68;	0.68
811;	39936;	39986;	50;	21.01;	755.80;	-0.66
812;	39986;	40032;	46;	21.01;	755.80;	-0.66
813;	40032;	40070;	38;	21.01;	755.68;	0.68
814;	40070;	40108;	38;	21.01;	755.80;	-0.66
815;	40108;	40146;	38;	21.00;	755.76;	-0.22
816;	40146;	40202;	56;	21.00;	755.76;	-0.22
817;	40202;	40240;	38;	21.00;	755.76;	-0.22
818;	40240;	40278;	38;	21.00;	755.65;	1.01
819;	40278;	40316;	38;	21.00;	755.65;	1.01
820;	40316;	40354;	38;	21.01;	755.68;	0.68
821;	40354;	40392;	38;	21.00;	755.76;	-0.22
822;	40392;	40430;	38;	21.00;	755.65;	1.01
823;	40430;	40468;	38;	21.00;	755.65;	1.01
824;	40468;	40514;	46;	21.00;	755.76;	-0.22
825;	40514;	40552;	38;	21.00;	755.65;	1.01
826;	40552;	40590;	38;	21.00;	755.76;	-0.22
827;	40590;	40628;	38;	21.00;	755.65;	1.01
828;	40628;	40678;	50;	21.00;	755.65;	1.01
829;	40678;	40716;	38;	21.00;	755.76;	-0.22
830;	40716;	40754;	38;	21.00;	755.76;	-0.22
831;	40754;	40792;	38;	21.00;	755.76;	-0.22
832;	40792;	40830;	38;	21.00;	755.76;	-0.22
833;	40830;	40886;	56;	21.00;	755.76;	-0.22
834;	40886;	40924;	38;	20.98;	755.73;	0.12
835;	40924;	40970;	46;	20.98;	755.73;	0.12
836;	40970;	41008;	38;	20.98;	755.73;	0.12
837;	41008;	41046;	38;	20.98;	755.73;	0.12
838;	41046;	41084;	38;	21.00;	755.76;	-0.22
839;	41084;	41122;	38;	20.98;	755.73;	0.12
840;	41122;	41160;	38;	20.98;	755.73;	0.12
841;	41160;	41198;	38;	21.00;	755.76;	-0.22
842;	41198;	41236;	38;	20.98;	755.73;	0.12
843;	41236;	41274;	38;	20.98;	755.73;	0.12
844;	41274;	41312;	38;	20.98;	755.73;	0.12
845;	41312;	41350;	38;	20.98;	755.73;	0.12
846;	41350;	41400;	50;	21.00;	755.76;	-0.22
847;	41400;	41446;	46;	20.98;	755.73;	0.12
848;	41446;	41484;	38;	20.98;	755.73;	0.12
849;	41484;	41556;	72;	20.98;	755.73;	0.12
850;	41556;	41594;	38;	20.98;	755.73;	0.12
851;	41594;	41632;	38;	20.98;	755.73;	0.12
852;	41632;	41670;	38;	20.98;	755.73;	0.12
853;	41670;	41708;	38;	20.98;	755.62;	1.35
854;	41708;	41746;	38;	20.98;	755.73;	0.12
855;	41746;	41784;	38;	20.98;	755.73;	0.12
856;	41784;	41822;	38;	20.98;	755.73;	0.12
857;	41822;	41860;	38;	20.96;	755.70;	0.45
858;	41860;	41898;	38;	20.98;	755.73;	0.12
859;	41898;	41944;	46;	20.98;	755.73;	0.12
860;	41944;	41982;	38;	20.98;	755.73;	0.12
861;	41982;	42020;	38;	20.98;	755.73;	0.12
862;	42020;	42058;	38;	20.96;	755.70;	0.45
863;	42058;	42108;	50;	20.98;	755.73;	0.12
864;	42108;	42146;	38;	20.98;	755.73;	0.12
865;	42146;	42184;	38;	20.96;	755.70;	0.45
866;	42184;	42240;	56;	20.98;	755.84;	-1.11
867;	42240;	42278;	38;	20.98;	755.73;	0.12
868;	42278;	42316;	38;	20.98;	755.84;	-1.11
869;	42316;	42354;	38;	20.98;	755.62;	1.35
870;	42354;	42400;	46;	20.98;	755.84;	-1.11
871;	42400;	42438;	38;	20.98;	755.73;	0.12
872;	42438;	42476;	38;	20.98;	755.73;	0.12
873;	42476;	42514;	38;	20.96;	755.70;	0.45
874;	42514;	42552;	38;	20.98;	755.73;	0.12
875;	42552;	42590;	38;	20.98;	755.73;	0.12
876;	42590;	42628;	38;	20.98;	755.73;	0.12
877;	42628;	42666;	38;	20.98;	755.73;	0.12
878;	42666;	42704;	38;	20.96;	755.70;	0.45
879;	42704;	42742;	38;	20.98;	755.84;	-1.11
880;	42742;	42792;	50;	20.98;	755.73;	0.12
881;	42792;	42830;	38;	20.98;	755.73;	0.12
882;	42830;	42893;	63;	20.98;	755.73;	0.12
883;	42893;	42931;	38;	20.98;	755.84;	-1.11
884;	42931;	42969;	38;	20.98;	755.84;	-1.11
885;	42969;	43007;	38;	20.96;	755.70;	0.45
886;	43007;	43045;	38;	20.98;	755.84;	-1.11
887;	43045;	43083;	38;	20.98;	755.73;	0.12
888;	43083;	43121;	38;	20.98;	755.84;	-1.11
889;	43121;	43159;	38;	20.98;	755.84;	-1.11
890;	43159;	43197;	38;	20.98;	755.73;	0.12
891;	43197;	43235;	38;	20.98;	755.73;	0.12
892;	43235;	43273;	38;	20.98;	755.73;	0.12
893;	43273;	43319;	46;	20.98;	755.62;	1.35
894;	43319;	43357;	38;	20.98;	755.73;	0.12
895;	43357;	43395;	38;	20.98;	755.73;	0.12
896;	43395;	43433;	38;	20.98;	755.73;	0.12
897;	43433;	43482;	49;	20.98;	755.73;	0.12
898;	43482;	43520;	38;	20.98;	755.73;	0.12
899;	43520;	43576;	56;	20.96;	755.70;	0.45
900;	43576;	43614;	38;	20.96;	755.81;	-0.78
901;	43614;	43652;	38;	20.98;	755.73;	0.12
902;	43652;	43690;	38;	20.96;	755.70;	0.45
903;	43690;	43728;	38;	20.98;	755.84;	-1.11
904;	43728;	43766;	38;	20.98;	755.84;	-1.11
905;	43766;	43812;	46;	20.96;	755.70;	0.45
906;	43812;	43850;	38;	20.98;	755.73;	0.12
907;	43850;	43888;	38;	20.98;	755.73;	0.12
908;	43888;	43926;	38;	20.96;	755.70;	0.45
909;	43926;	43964;	38;	20.98;	755.73;	0.12
910;	43964;	44002;	38;	20.96;	755.81;	-0.78
911;	44002;	44040;	38;	20.98;	755.62;	1.35
912;	44040;	44078;	38;	20.96;	755.70;	0.45
913;	44078;	44116;	38;	20.98;	755.73;	0.12
914;	44116;	44154;	38;	20.96;	755.70;	0.45
915;	44154;	44220;	66;	20.96;	755.70;	0.45
916;	44220;	44266;	46;	20.98;	755.73;	0.12
917;	44266;	44304;	38;	20.98;	755.73;	0.12
918;	44304;	44342;	38;	20.96;	755.59;	1.68
919;	44342;	44380;	38;	20.98;	755.73;	0.12
920;	44380;	44418;	38;	20.98;	755.73;	0.12
921;	44418;	44456;	38;	20.98;	755.73;	0.12
922;	44456;	44494;	38;	20.96;	755.70;	0.45
923;	44494;	44532;	38;	20.98;	755.73;	0.12
924;	44532;	44570;	38;	20.96;	755.70;	0.45
925;	44570;	44608;	38;	20.96;	755.70;	0.45
926;	44608;	44646;	38;	20.96;	755.70;	0.45
927;	44646;	44684;	38;	20.98;	755.73;	0.12
928;	44684;	44730;	46;	20.98;	755.73;	0.12
929;	44730;	44768;	38;	20.98;	755.73;	0.12
930;	44768;	44806;	38;	20.98;	755.73;	0.12
931;	44806;	44844;	38;	20.98;	755.73;	0.12
932;	44844;	44910;	66;	20.96;	755.70;	0.45
933;	44910;	44948;	38;	20.96;	755.81;	-0.78
934;	44948;	44986;	38;	20.96;	755.81;	-0.78
935;	44986;	45024;	38;	20.96;	755.70;	0.45
936;	45024;	45062;	38;	20.96;	755.81;	-0.78
937;	45062;	45100;	38;	20.96;	755.70;	0.45
938;	45100;	45138;	38;	20.96;	755.70;	0.45
939;	45138;	45176;	38;	20.96;	755.70;	0.45
940;	45176;	45222;	46;	20.96;	755.70;	0.45
941;	45222;	45260;	38;	20.96;	755.81;	-0.78
942;	45260;	45298;	38;	20.96;	755.59;	1.68
943;	45298;	45336;	38;	20.96;	755.70;	0.45
944;	45336;	45374;	38;	20.96;	755.59;	1.68
945;	45374;	45412;	38;	20.96;	755.59;	1.68
946;	45412;	45450;	38;	20.96;	755.70;	0.45
947;	45450;	45488;	38;	20.96;	755.70;	0.45
948;	45488;	45544;	56;	20.98;	755.73;	0.12
949;	45544;	45593;	49;	20.96;	755.70;	0.45
950;	45593;	45631;	38;	20.95;	755.66;	0.90
951;	45631;	45677;	46;	20.96;	755.70;	0.45
952;	45677;	45715;	38;	20.96;	755.70;	0.45
953;	45715;	45753;	38;	20.96;	755.70;	0.45
954;	45753;	45791;	38;	20.96;	755.70;	0.45
955;	45791;	45829;	38;	20.96;	755.70;	0.45
956;	45829;	45867;	38;	20.96;	755.70;	0.45
957;	45867;	45905;	38;	20.96;	755.70;	0.45
958;	45905;	45943;	38;	20.96;	755.81;	-0.78
959;	45943;	45981;	38;	20.96;	755.70;	0.45
960;	45981;	46019;	38;	20.96;	755.70;	0.45
961;	46019;	46057;	38;	20.96;	755.70;	0.45
962;	46057;	46095;	38;	20.96;	755.59;	1.68
963;	46095;	46173;	78;	20.96;	755.70;	0.45
964;	46173;	46211;	38;	20.96;	755.70;	0.45
965;	46211;	46266;	55;	20.96;	755.70;	0.45
966;	46266;	46316;	50;	20.96;	755.70;	0.45
967;	46316;	46354;	38;	20.96;	755.70;	0.45
968;	46354;	46392;	38;	20.96;	755.59;	1.68
969;	46392;	46430;	38;	20.96;	755.70;	0.45
970;	46430;	46468;	38;	20.96;	755.59;	1.68
971;	46468;	46506;	38;	20.96;	755.59;	1.68
972;	46506;	46544;	38;	20.96;	755.59;	1.68
973;	46544;	46582;	38;	20.96;	755.70;	0.45
974;	46582;	46620;	38;	20.96;	755.70;	0.45
975;	46620;	46666;	46;	20.96;	755.70;	0.45
976;	46666;	46704;	38;	20.96;	755.59;	1.68
977;	46704;	46742;	38;	20.96;	755.70;	0.45
978;	46742;	46780;	38;	20.96;	755.59;	1.68
979;	46780;	46818;	38;	20.96;	755.70;	0.45
980;	46818;	46856;	38;	20.96;	755.70;	0.45
981;	46856;	46911;	55;	20.96;	755.70;	0.45
982;	46911;	46949;	38;	20.96;	755.59;	1.68
