Contador	Anterior	Actual	Intervalo	X_acc	Y_acc	Z_avv	X_gyr	Y_gyr	Z_gyr	X_mag	Y_mag	Z_mah
907;	123179;	123308;	129;	0.21;	-1.03;	9.41;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
908;	123308;	123442;	134;	0.21;	-1.01;	9.41;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
909;	123442;	123575;	133;	0.20;	-1.01;	9.48;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
910;	123575;	123710;	135;	0.21;	-1.01;	9.44;	-0.06;	0.13;	0.06;	-0.06;	0.13;	0.06
911;	123710;	123844;	134;	0.21;	-1.01;	9.43;	-0.13;	0.00;	0.00;	-0.13;	0.00;	0.00
912;	123844;	123977;	133;	0.19;	-1.01;	9.46;	-0.13;	-0.06;	0.00;	-0.13;	-0.06;	0.00
913;	123977;	124121;	144;	0.21;	-1.00;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
914;	124121;	124255;	134;	0.21;	-0.98;	9.43;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
915;	124255;	124405;	150;	0.17;	-1.01;	9.43;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
916;	124405;	124538;	133;	0.20;	-1.01;	9.44;	0.06;	0.13;	0.06;	0.06;	0.13;	0.06
917;	124538;	124673;	135;	0.19;	-1.00;	9.43;	0.00;	0.13;	0.13;	0.00;	0.13;	0.13
918;	124673;	124818;	145;	0.21;	-1.01;	9.43;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
919;	124818;	124972;	154;	0.21;	-1.00;	9.41;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
920;	124972;	125107;	135;	0.19;	-1.02;	9.44;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
921;	125107;	125240;	133;	0.22;	-1.02;	9.44;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
922;	125240;	125375;	135;	0.19;	-1.01;	9.46;	0.00;	-0.06;	0.06;	0.13;	-0.13;	0.06
923;	125375;	125509;	134;	0.21;	-0.99;	9.43;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
924;	125509;	125642;	133;	0.20;	-1.01;	9.45;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
925;	125642;	125786;	144;	0.19;	-1.01;	9.44;	-0.06;	0.06;	-0.06;	0.00;	0.13;	-0.06
926;	125786;	125921;	135;	0.19;	-1.01;	9.45;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
927;	125921;	126054;	133;	0.20;	-1.02;	9.44;	0.00;	0.06;	0.19;	0.00;	0.06;	0.19
928;	126054;	126190;	136;	0.21;	-0.99;	9.43;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
929;	126190;	126323;	133;	0.20;	-1.01;	9.44;	0.06;	-0.25;	0.00;	0.06;	-0.25;	0.00
930;	126323;	126456;	133;	0.21;	-1.01;	9.43;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
931;	126456;	126617;	161;	0.19;	-1.01;	9.43;	-0.06;	0.00;	-0.13;	-0.06;	0.00;	-0.13
932;	126617;	126753;	136;	0.20;	-1.01;	9.41;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
933;	126753;	126886;	133;	0.21;	-1.01;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
934;	126886;	127032;	146;	0.22;	-1.01;	9.43;	0.00;	0.19;	0.06;	0.00;	0.19;	0.06
935;	127032;	127166;	134;	0.23;	-1.00;	9.43;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
936;	127166;	127299;	133;	0.21;	-1.00;	9.45;	-0.19;	0.13;	0.00;	-0.19;	0.13;	0.00
937;	127299;	127443;	144;	0.21;	-1.00;	9.45;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
938;	127443;	127577;	134;	0.20;	-1.01;	9.45;	0.00;	0.00;	-0.13;	0.00;	0.00;	-0.13
939;	127577;	127710;	133;	0.20;	-1.00;	9.44;	-0.06;	-0.13;	0.00;	-0.06;	-0.13;	0.00
940;	127710;	127846;	136;	0.20;	-1.01;	9.44;	0.00;	0.19;	-0.06;	0.00;	0.19;	-0.06
941;	127846;	127979;	133;	0.21;	-1.02;	9.45;	-0.06;	0.00;	-0.13;	-0.06;	0.00;	-0.13
942;	127979;	128112;	133;	0.20;	-1.01;	9.43;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
943;	128112;	128256;	144;	0.20;	-1.01;	9.45;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
944;	128256;	128390;	134;	0.22;	-0.99;	9.44;	0.06;	0.06;	0.06;	0.06;	0.06;	0.06
945;	128390;	128523;	133;	0.21;	-1.01;	9.42;	0.00;	-0.13;	-0.06;	0.00;	-0.13;	-0.06
946;	128523;	128659;	136;	0.19;	-1.00;	9.44;	-0.13;	-0.06;	0.00;	-0.13;	-0.06;	0.00
947;	128659;	128792;	133;	0.20;	-1.02;	9.45;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
948;	128792;	128943;	151;	0.22;	-1.02;	9.46;	-0.13;	0.13;	0.00;	-0.13;	0.13;	0.00
949;	128943;	129077;	134;	0.18;	-1.00;	9.42;	0.06;	0.00;	-0.06;	0.06;	0.13;	-0.06
950;	129077;	129220;	143;	0.20;	-1.00;	9.41;	0.06;	0.13;	0.00;	0.06;	0.13;	0.00
951;	129220;	129365;	145;	0.22;	-1.02;	9.41;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
952;	129365;	129500;	135;	0.21;	-1.01;	9.46;	0.06;	0.13;	0.00;	0.06;	0.13;	0.00
953;	129500;	129634;	134;	0.20;	-1.02;	9.46;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
954;	129634;	129767;	133;	0.19;	-1.00;	9.41;	0.00;	-0.19;	0.00;	0.00;	-0.19;	0.00
955;	129767;	129903;	136;	0.21;	-1.01;	9.45;	0.00;	0.06;	0.06;	0.00;	0.06;	0.06
956;	129903;	130045;	142;	0.21;	-1.01;	9.45;	0.00;	0.13;	0.06;	0.00;	0.13;	0.06
957;	130045;	130178;	133;	0.21;	-0.99;	9.46;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
958;	130178;	130313;	135;	0.19;	-1.00;	9.41;	0.13;	-0.13;	0.06;	0.00;	-0.06;	0.00
959;	130313;	130447;	134;	0.20;	-1.00;	9.45;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
960;	130447;	130580;	133;	0.20;	-0.99;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
961;	130580;	130716;	136;	0.19;	-1.00;	9.45;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
962;	130716;	130891;	175;	0.21;	-1.01;	9.44;	-0.06;	0.00;	-0.13;	-0.06;	0.00;	-0.13
963;	130891;	131024;	133;	0.19;	-0.99;	9.43;	-0.06;	0.06;	0.00;	0.00;	0.00;	-0.06
964;	131024;	131177;	153;	0.22;	-1.00;	9.43;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
965;	131177;	131311;	134;	0.21;	-1.01;	9.42;	-0.06;	0.06;	0.00;	-0.06;	0.06;	0.00
966;	131311;	131445;	134;	0.22;	-1.00;	9.43;	-0.13;	0.00;	0.06;	-0.13;	0.00;	0.06
967;	131445;	131580;	135;	0.20;	-1.01;	9.43;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
968;	131580;	131748;	168;	0.20;	-0.99;	9.43;	0.00;	0.00;	0.06;	0.06;	-0.13;	0.00
969;	131748;	131882;	134;	0.19;	-0.99;	9.41;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
970;	131882;	132015;	133;	0.20;	-1.02;	9.44;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
971;	132015;	132150;	135;	0.20;	-1.01;	9.43;	0.13;	0.13;	0.06;	0.13;	0.13;	0.06
972;	132150;	132284;	134;	0.20;	-1.00;	9.44;	-0.06;	0.19;	-0.13;	-0.06;	0.19;	-0.13
973;	132284;	132417;	133;	0.22;	-0.99;	9.44;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
974;	132417;	132561;	144;	0.20;	-0.99;	9.44;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
975;	132561;	132695;	134;	0.20;	-1.01;	9.46;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
976;	132695;	132828;	133;	0.21;	-1.01;	9.41;	0.00;	0.06;	-0.06;	0.00;	0.06;	-0.06
977;	132828;	132964;	136;	0.19;	-1.03;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
978;	132964;	133097;	133;	0.20;	-1.01;	9.46;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
979;	133097;	133230;	133;	0.20;	-1.01;	9.43;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
980;	133230;	133374;	144;	0.19;	-1.01;	9.44;	0.00;	-0.19;	-0.06;	0.00;	-0.19;	-0.06
981;	133374;	133526;	152;	0.20;	-1.01;	9.45;	0.00;	0.06;	0.06;	0.00;	0.06;	0.06
982;	133526;	133659;	133;	0.20;	-1.01;	9.43;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
983;	133659;	133792;	133;	0.19;	-1.01;	9.41;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
984;	133792;	133940;	148;	0.21;	-1.01;	9.43;	-0.13;	0.00;	-0.06;	-0.13;	0.00;	-0.06
985;	133940;	134073;	133;	0.21;	-1.01;	9.43;	0.00;	0.00;	-0.13;	0.00;	0.00;	-0.13
986;	134073;	134209;	136;	0.22;	-1.01;	9.46;	-0.13;	0.19;	-0.13;	-0.13;	0.19;	-0.13
987;	134209;	134350;	141;	0.20;	-0.99;	9.47;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
988;	134350;	134483;	133;	0.19;	-1.00;	9.44;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
989;	134483;	134618;	135;	0.20;	-0.99;	9.44;	-0.06;	0.13;	-0.13;	0.06;	0.13;	-0.13
990;	134618;	134753;	135;	0.20;	-1.02;	9.43;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
991;	134753;	134886;	133;	0.18;	-0.99;	9.40;	0.00;	-0.06;	-0.13;	0.00;	-0.06;	-0.13
992;	134886;	135022;	136;	0.18;	-1.00;	9.42;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
993;	135022;	135163;	141;	0.22;	-1.00;	9.45;	0.06;	0.06;	-0.06;	0.06;	0.06;	-0.06
994;	135163;	135296;	133;	0.20;	-0.99;	9.44;	0.06;	0.06;	0.06;	0.06;	0.06;	0.06
995;	135296;	135431;	135;	0.18;	-1.01;	9.43;	0.06;	-0.13;	0.00;	0.00;	0.00;	0.06
996;	135431;	135566;	135;	0.21;	-1.00;	9.43;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
997;	135566;	135718;	152;	0.22;	-1.01;	9.44;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
998;	135718;	135853;	135;	0.22;	-1.02;	9.43;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
999;	135853;	135996;	143;	0.21;	-1.01;	9.42;	-0.06;	0.25;	-0.06;	-0.06;	0.25;	-0.06
1000;	135996;	136129;	133;	0.21;	-0.99;	9.46;	0.00;	0.06;	-0.13;	0.00;	0.06;	-0.13
1001;	136129;	136275;	146;	0.20;	-1.01;	9.45;	0.00;	-0.19;	0.00;	0.00;	-0.19;	0.00
1002;	136275;	136409;	134;	0.21;	-1.01;	9.45;	0.00;	0.06;	-0.13;	0.00;	0.06;	-0.13
1003;	136409;	136542;	133;	0.20;	-1.00;	9.42;	-0.13;	-0.19;	0.06;	-0.13;	-0.19;	0.06
1004;	136542;	136678;	136;	0.19;	-1.02;	9.45;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
1005;	136678;	136819;	141;	0.22;	-0.99;	9.46;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
